,nr,granice,obwod06,lat,lon
372,373,"generała okulickiego 53, 55, 57, obrońców krzyża 1 osiedle jagiellońskie od 1 do 8, 27, 37 osiedle złotej jesieni /bez 1/ , łopackiego",362,50.0932639,20.0231829
373,374,"anny jagiellonki, barbary radziwiłłówny, królowej bony, osiedle jagiellońskie od 9 do 26, od 28 do 36",363,50.0896407,20.0232359
374,375,osiedle kazimierzowskie od 26 do 34,364,50.0861578,20.0218973206413
375,376,"osiedle kazimierzowskie od 1 do 15,  spytka z melsztyna",365,50.0832412,20.0238274
376,377,"osiedle kazimierzowskie od 18 do 25, elżbiety łokietkówny",366,50.0861204,20.0244875
377,378,"kleinera, kocmyrzowska parzyste od 2 do 6, nieparzyste od 9 do 19, krasnowolskiego, lehra-spławińskiego, łempickiego, łowińskiego 1, makuszyńskiego parzyste, polskiego czerwonego krzyża, przebindowskiego, wańkowicza (bez 8, 14, 14a, 16, 20, 22), wąwozowa",367,50.0806989,20.0608829
378,379,"osiedle na wzgórzach od 1 do 10, od 36 do 44, 59",368,50.09257655,20.0598748287866
379,380,"osiedle na wzgórzach od 11 do 13a, od 28 do 35",368,50.0955318,20.0607299927293
380,381,osiedle na wzgórzach od 14 do 27,370,50.09659745,20.0616069830575
381,382,"darwina 4, kocmyrzowska 8, łowińskiego 3, 4, 5, osiedle na stoku od 1 do 9 i od 35 do 52",371,50.0902802,20.0589682
382,383,"osiedle na stoku od 10 do 27 (bez 23 a, 24 a)",372,50.09651755,20.0573911
383,384,"architektów, bacewiczówny, bolesława krzywoustego, bolesława wstydliwego, czerwonego kapturka, groickiego, henryka brodatego, jana kazimierza, jana olbrachta, janczarskiego, jasia i małgosi, jaskra, kazimierza jagiellończyka, kazimierza sprawiedliwego, kisielewskiego, klemensa z ruszczy, kownackiej, leszka białego, leszka czarnego, mortkowicz-olczakowej, petőfiego, piotrusia pana, płomyczka, porazińskiej, przemysława ii, przybosia, rycerska, samozwaniec, stanisława augusta poniatowskiego, wierzynka, władysława iv, władysława jagiełły",373,50.097429,20.0543632
384,385,"osiedle na stoku 23 a, 24 a, 27 a, od 28 do 34 a",374,50.0961111,20.0561111
385,386,"birkuta, bożywoja, bukszpanowa, cieślińskiej-brzeskiej, cyprysów, darwina nieparzyste od 1 do 47f, florkowskiego, folwarczna, freege'go, gerlaha, geodetów, głębinowa, grębałowska, jubileuszowa, kamberskiego, kantorowicka nieparzyste od 1 do 105 i parzyste od 4 do 54h, kirchmajera, księdza kaczyńskiego, kocmyrzowska parzyste od 10 i nieparzyste od 21, korohody, luborzycka, łącka, niebyła, obwodowa, płaska, pomykany, pruska, przymiarki, stefczyka, stokowa, studzienna, styczna, sybiraków, twaroga",375,50.1074209,20.0806809
386,387,"blokowa, burzowa, darwina parzyste od 6 i nieparzyste od 49, grzegorza z sanoka, komasy, lubocka, łazowa, łowińskiego 7, 11, 13, 15, łuczanowicka 2, 7, 9, 11, 13, 19, marglowa, mrozowa, niewielka, rowida, wielkich pieców",376,50.0902458,20.0729842
387,388,"betlejemska, braci polskich, bruśnicka, bystronia, glinik, godebskiego, irzykowskiego, jasełkowa, jaskrowa, kalwińska, kulinowskiej, kolędnicza, kosów, księdza figlewicza, lasowisko, łuczanowicka (bez 2, 7, 9, 11, 13, 19), morstina, mycielskiego, organki, orłowskiego, pankiewicza, pasterska, sajakówka, skoczylasa, soczyny, spławy (bez 2), sulisława, trzech króli, uziembły, wadowska, węgrzynowicka, wittiga, wodocza, za ogrodem, zagościniec, zawielgusie, żonkilowa",377,50.104827,20.1125329
388,389,"jeziorany, kantorowicka parzyste od 58 do 98 i nieparzyste od 111 do 207, morcinka, nad baranówką, stary gościniec, wielkie pola, zakładowa, zesławicka, zakole",378,50.1046984,20.0394961
389,390,"barwna, dybowskiego, hektary, igołomska od 83 do 105, kościelnicka, kuśnierska, łozińskiego, ostrówka, ostafina, płoszczyny, pod gajem, podbiałowa, pysocice, sawy-calińskiego, stopki, waligórskiego, wiewiórcza, wodzickich, wróżenicka",379,50.1066214,20.1593126
390,391,osiedle centrum a od 1 do 14,380,50.0715575,20.0387063
391,392,osiedle hutnicze,381,50.0732444,20.04428
392,393,osiedle wandy,382,50.0700291,20.0474608
393,394,osiedle ogrodowe,383,50.0706787,20.0436805
394,395,"cerchów, osiedle młodości od 1 do 15/bez 9, 10, 11/, osiedle na skarpie od 21 do 46, sieroszewskiego 1, 1a, 3",384,50.0689549,20.0498114
395,396,"biskupa padniewskiego, biskupa tomickiego 3, 5, 7, osiedle centrum e od 1 do 25",385,50.0692498,20.0296202
396,397,"osiedle na skarpie od 1 do 20, od 47 do 64, osiedle młodości 9, 10, 11",386,50.06800055,20.0455424479614
397,398,"osiedle willowe od 1 do 37, plac przy poczcie",387,50.072177,20.0468694
398,399,osiedle stalowe od 1 do 18,349,50.0743957,20.0484370420826
399,400,osiedle centrum b od 1 do 11,380,50.07346365,20.0382236686585
400,401,osiedle szklane domy,390,50.0751802,20.0427437
401,402,osiedle słoneczne,391,50.0768338,20.0402756
402,403,"osiedle szkolne od 1 do 5, od 28a do 37",392,50.0752624,20.047652720135
403,404,osiedle szkolne od 6 do 27,393,50.076391,20.0463728295066
404,405,osiedle zielone od 1 do 28,394,50.0795971,20.0426044
405,406,"bulwarowa 2, os. sportowe /bez nr 9/",395,50.08272285,20.0425171183805
406,407,osiedle centrum c,396,50.0748576,20.035936
407,408,"osiedle zgody, seiferta",397,50.0762109,20.0349458
408,409,osiedle urocze,398,50.0778242,20.0385458
409,410,osiedle górali,399,50.0798997,20.0356621
410,411,osiedle krakowiaków od 1 do 17,400,50.08153935,20.0344127711771
411,412,osiedle krakowiaków od 18 do 47,400,50.0832519,20.0374874
412,413,"osiedle teatralne od 1 do 7, od 25 do 33",402,50.07929645,20.03053115
413,414,"osiedle teatralne od 8 do 24, od 34 do 35, ludźmierska",403,50.0782042,20.0312151
414,415,osiedle centrum d,396,50.073088,20.0335922
415,416,osiedle handlowe,405,50.0752013,20.031495
416,417,"osiedle kolorowe od 1 do 15, 17a",406,50.07532125,20.0292179943535
417,418,osiedle kolorowe od 16 do 47/bez 17a/,407,50.0736676,20.0233963728228
418,419,osiedle spółdzielcze,408,50.0777363,20.0287928
419,420,"bardosa, graniczna, grąby, hutnika, jagienki, jeżynowa, jutrzyńska, kępska, klasztorna, kmicica, kopaniec, kublińskiego, longinusa podbipięty, /bez 1, 19, 19a, 21, 21a, 39a, 62, 64, 74, 78c, d, e, 80b, 82b, 86/, na niwach, odmętowa /bez nr 14, 14b, 16, 96, 98, 107/, opata salwińskiego, podbagnie, powiatowa, ptaszyckiego, samostrzelnika, stare wiślisko, syrachowska, ujastek mogilski, wańkowicza 8, 14, 14a, 16, 20, 22, wiśniowieckiego, wojenna, wołodyjowskiego, zagłoby, zakarnie, zbyszka  z bogdańca, ziarkowa bez nr 4, 8, żaglowa",409,50.0677451,20.0638623
420,421,"branicka, chałupki, deszczowa, generała karaszewicza-tokarzewskiego /bez 39, 41, 43, 43a, 45, 46, 48, 50, 52, 54/, kąkolowa, kłosowa, łubinowa, plastusia, powojowa, rumiankowa, sasanek, szymańskiego, tatarakowa, truskawkowa, wrzosowa, zaporębie, żółwia",410,50.0578907,20.1186257
421,422,"barwinkowa, ciekowiec, czeczeńska 7, 9, 11, 13, 15, 15a, 27, generała karaszewicza-tokarzewskiego 39, 41, 43, 43a, 45, 46, 48, 50, 52, 54, igołomska od 35 do 82b, jeziorko, podstawie, prawocheńskiego, pysońce, rusiecka, rzepakowa, sitowiny, tarasowa, trzcinowa, tymiankowa, ubeliny, narcyza wiatra, wiatraczna, wyciąska, za górą, ziemska",411,50.075303,20.1544139
422,423,"bartnicza, betonowa, biwakowa, brzeska, drożyska, flame, jaglana, kontryma, księdza luzara, morgi, nadwodna, plac turzymy, plażowa, pluty-czachowskiego, przylasek, siejówka, szlifierska, wiązowa, zakępie",412,50.0561262,20.1862179
423,424,"cementowa, dymarek. gwarecka, igołomska od 1 do 34, jezierskiego, karowa, martenowska, młotków, nadbrzezie, nenckiego, ostrów, popielnik, rudni, suchy jar, świętego wincentego, ziemianek",413,50.0734306,20.1168744
